id,lat,lon
1,-6.08168983459,145.391998291
2,-5.20707988739,145.789001465
3,-5.82678985595703,144.296005249023
4,-6.569803,146.725977
5,-9.44338035583496,147.220001220703
6,-3.58383011818,143.669006348
7,61.1604995728,-45.4259986877
8,64.19090271,-51.6781005859
9,67.0122218992,-50.7116031647
10,76.5311965942,-68.7032012939
11,65.6600036621094,-18.0727005004883
12,65.2833023071289,-14.4013996124268
13,64.295601,-15.2272
14,65.952301,-17.426001
15,66.0580978393555,-23.1352996826172
16,63.985000610352,-22.605600357056
17,65.555801,-23.965
18,64.1299972534,-21.9405994415
19,66.133301,-18.9167
20,63.4243011474609,-20.2789001464844
21,46.4850006103516,-84.5093994140625
22,50.0564002991,-97.0325012207
23,44.639702,-63.499401
24,51.3918991089,-56.0830993652
25,49.079833,-125.775583
26,68.534401,-89.808098
27,49.1324996948242,-68.2043991088867
28,48.3306007385254,-70.9963989257813
29,64.2988967896,-96.077796936
30,49.9508018493652,-125.271003723145
31,49.91,-99.951897
32,69.1081008911,-105.138000488
33,49.0549702249,-123.869862556
34,49.2963981628,-117.632003784
35,47.007801,-65.449203
36,47.990799,-66.330299
37,67.816704,-115.143997
38,52.0750007629,-111.444999695
39,49.1528015137,-121.939002991
40,70.4860992432,-68.5167007446
41,64.1932983398,-83.3593978882
42,64.043098449707,-139.128005981445
43,61.3711013793945,-139.041000366211
44,49.4681015015,-120.511001587
45,49.2108001708984,-57.3913993835449
46,58.4221992493,-130.031997681
47,51.1007995605469,-100.052001953125
48,55.7422981262207,-120.182998657227
49,53.3097000122,-113.580001831
50,61.0942001343,-94.0708007812
51,49.2103004456,-102.966003418
52,53.5788993835,-116.464996338
53,79.9946975708,-85.814201355
54,68.3041992188,-133.483001709
55,63.756402,-68.555801
56,45.8689002990723,-66.5372009277344
57,48.7461013793945,-69.0971984863281
58,54.6781005859375,-101.681999206543
59,61.1808013916,-113.690002441
60,61.7602005004883,-121.236999511719
61,44.2252998352051,-76.5969009399414
62,53.625301361084,-77.7042007446289
63,48.7752990723,-64.4785995483
64,49.7783012390137,-86.9393997192383
65,47.4247016906738,-61.7780990600586
66,52.8166999817,-102.310997009
67,49.831699,-92.744202
68,70.7628021240234,-117.805999755859
69,68.635597229,-95.8497009277
70,43.1735992432,-79.9349975586
71,45.5175018311,-73.4169006348
72,60.8396987915,-115.782997131
73,44.8807983398,-63.5085983276
74,48.7738990784,-91.6386032104
75,72.6832962036,-77.9666976929
76,45.2943992614746,-73.2810974121094
77,48.5442008972168,-58.5499992370606
78,50.7022018433,-120.444000244
79,43.4608001709,-80.3786010742
80,54.8053016662598,-66.8052978515625
81,51.5175018311,-109.180999756
82,43.8622016906738,-79.370002746582
83,47.8199996948242,-83.3467025756836
84,54.125301361084,-108.523002624512
85,53.3092002868652,-110.072998046875
86,82.5177993774,-62.2806015015
87,49.9561004639,-119.377998352
88,63.6164016723633,-135.86799621582
89,50.3302993774414,-105.55899810791
90,56.653301239,-111.222000122
91,51.2910995483398,-80.6078033447266
92,46.2728004456,-75.9906005859
93,45.679501,-74.038696
94,50.189998626709,-61.7891998291016
95,45.5217018127,-75.5635986328
96,49.7616996765137,-77.8028030395508
